review,category-sentiment,category,sentiment,
"Snack airy tidak ada. Bantal kecil airy tidak ada. Kolam renang ga bisa dipake padahal tinggal di bandung cari staycation di bandung buat bisa main di kolam bareng anak, minta main sebentar doang ga boleh karena ada persiapan wedding  padahal weddingnya aja sore. Kecewa parah. Akhirnya checkout lebih awal biar bisa cari kolam renang di luar.",linen_P1-neg,linen_P1,neg,
"ada bau dari kamar mandi sampai beli pewangi ruangan sendiri,  tidak ada snackbites",bau_P1-neg,bau_P1,neg,
"ada bau dari kamar mandi sampai beli pewangi ruangan sendiri,  tidak ada snackbites",linen_P1-neg,linen_P1,neg,
tempat nyaman cuman di ac nya aja kurang dingin,ac_P1-neg,ac_P1,neg,
Kurang snack ajaaa,ac_P1-neg,ac_P1,neg,
pelayanan yang kurang baik,service-neg,service,neg,
"Nyaman dan bersih, pelayanan baik, tp channel TV cuman ada 8 dan exhaust fan kamar mandi ga nyala, mohon ditingkatkan",kebersihan-pos,kebersihan,pos,
"Nyaman dan bersih, pelayanan baik, tp channel TV cuman ada 8 dan exhaust fan kamar mandi ga nyala, mohon ditingkatkan",service-pos,service,pos,
"Nyaman dan bersih, pelayanan baik, tp channel TV cuman ada 8 dan exhaust fan kamar mandi ga nyala, mohon ditingkatkan",tv_P1-neg,tv_P1,neg,
kamar mandi kurang bersih,kebersihan-neg,kebersihan,neg,
AIR PANAS BULLSHITTTTT,air_panas_P1-neg,air_panas_P1,neg,
"bagus wih, lokasi oke banget deket kemana2, tapi ga terlalu berisik. kamar luas tapi ac ga dingin.",ac_P1-neg,ac_P1,neg,
"Tidak seperti yg diharapkan. Kamar jorok, seprei kotor dan bau, toilet rusak, gak ada air panas dan remote TV gak ada. Pokoknya kecewa berat..",kebersihan-neg,kebersihan,neg,
"Tidak seperti yg diharapkan. Kamar jorok, seprei kotor dan bau, toilet rusak, gak ada air panas dan remote TV gak ada. Pokoknya kecewa berat..",linen_P1-neg,linen_P1,neg,
"Tidak seperti yg diharapkan. Kamar jorok, seprei kotor dan bau, toilet rusak, gak ada air panas dan remote TV gak ada. Pokoknya kecewa berat..",air_panas_P1-neg,air_panas_P1,neg,
"Tidak seperti yg diharapkan. Kamar jorok, seprei kotor dan bau, toilet rusak, gak ada air panas dan remote TV gak ada. Pokoknya kecewa berat..",tv_P1-neg,tv_P1,neg,
"Tidak seperti yg diharapkan. Kamar jorok, seprei kotor dan bau, toilet rusak, gak ada air panas dan remote TV gak ada. Pokoknya kecewa berat..",general-neg,general,neg,
"pelayanan ramah, saran aja mungkin lebih diperhatikan water heater nya. Selebihnya, OK",service-pos,service,pos,
"pelayanan ramah, saran aja mungkin lebih diperhatikan water heater nya. Selebihnya, OK",air_panas_P1-neg,air_panas_P1,neg,
"pelayanan ramah, saran aja mungkin lebih diperhatikan water heater nya. Selebihnya, OK",general-pos,general,pos,
terlalu berdebu dan kurang menarik ,kebersihan-neg,kebersihan,neg,
"enak bgt dapet sarapan, tapi wifinya kurang kenceng",sunrise_meal_P1-pos,sunrise_meal_P1,pos,
"enak bgt dapet sarapan, tapi wifinya kurang kenceng",wifi_p1-neg,wifi_p1,neg,
Pelayannya kurang baik dan kurang sopan,service-neg,service,neg,
untuk seprai dan bed nya mungkin bisa di perbaiki lagi. terimakasih,linen_P1-neg,linen_P1,neg,
"Baik, sayang ACnya tlg diperbaiki ya",ac_P1-neg,ac_P1,neg,
over all baik tapi kalau bisa kolong tempat tidur jg dibersihkan ya karena terdapat pampers bayi bekas,general-pos,general,pos,
over all baik tapi kalau bisa kolong tempat tidur jg dibersihkan ya karena terdapat pampers bayi bekas,kebersihan-neg,kebersihan,neg,
"ini pertama kalinya saya memesan airy rooms. saya pesan tanggal 13april untuk menginap tanggal 28april. tp ketika saya sampai di hotel, kamar yg saya booking tidak ada dan pihak hotel mengembalikan uang saya, alhasil saya harus mencari hotel lain pada hari itu! sangat mengecewakan karena tidak ada pemberitahuan dari jauh hari! TIDAK PROFESIONAL!",service-neg,service,neg,
"Oke banget, tapi ac nya gak bisa diatur suhu nya",ac_P1-neg,ac_P1,neg,
"AC nggak dingin, lampu kurang terang",ac_P1-neg,ac_P1,neg,
"ac ga dingin lantai ktor pmesanan sblum nya,tdk dpt cemilan",ac_P1-neg,ac_P1,neg,
"ac ga dingin lantai ktor pmesanan sblum nya,tdk dpt cemilan",kebersihan-neg,kebersihan,neg,
"ac ga dingin lantai ktor pmesanan sblum nya,tdk dpt cemilan",linen_P1-neg,linen_P1,neg,
agak kotor di kamar yg lantai 2.,kebersihan-neg,kebersihan,neg,
"ac kurang dingin,lantai kamar seperti tdk pernah di bersihkan alias kotortapi over all pelayanan dan penjaga y ramah dan sopan mohon d tingkatkan lagi kualitas kamarnya ",ac_P1-neg,ac_P1,neg,
"ac kurang dingin,lantai kamar seperti tdk pernah di bersihkan alias kotortapi over all pelayanan dan penjaga y ramah dan sopan mohon d tingkatkan lagi kualitas kamarnya ",kebersihan-neg,kebersihan,neg,
"ac kurang dingin,lantai kamar seperti tdk pernah di bersihkan alias kotortapi over all pelayanan dan penjaga y ramah dan sopan mohon d tingkatkan lagi kualitas kamarnya ",service-pos,service,pos,
"Kondisi kamar standar banget... Saya sering menggunakan Airy Rooms... Tapi kali ini yang paling tidak nyaman... 1. AC kurang dingin 2. Tidak ada snack 3. Heater Water tidak berfungsi 4. Kamar biasa saja Not recomended sih, kalau menurut saya...",ac_P1-neg,ac_P1,neg,
"Kondisi kamar standar banget... Saya sering menggunakan Airy Rooms... Tapi kali ini yang paling tidak nyaman... 1. AC kurang dingin 2. Tidak ada snack 3. Heater Water tidak berfungsi 4. Kamar biasa saja Not recomended sih, kalau menurut saya...",linen_P1-neg,linen_P1,neg,
"Kondisi kamar standar banget... Saya sering menggunakan Airy Rooms... Tapi kali ini yang paling tidak nyaman... 1. AC kurang dingin 2. Tidak ada snack 3. Heater Water tidak berfungsi 4. Kamar biasa saja Not recomended sih, kalau menurut saya...",air_panas_P1-neg,air_panas_P1,neg,
ac kurang dingin dan kamar model lama,ac_P1-neg,ac_P1,neg,
"Kamar nyaman, hanya staffnya di bawah berisik,",service-neg,service,neg,
"Kamarnya nyaman, tenang dan bersih. Kamar mandinya juga lumayan lah. Dapet snack, air mineral dan perlengkapan mandi juga dari Airy. Sayangnya waktu itu WiFi sering disconnect sendiri, jadinya ga bisa internetan pake WiFi. ",kebersihan-pos,kebersihan,pos,
"Kamarnya nyaman, tenang dan bersih. Kamar mandinya juga lumayan lah. Dapet snack, air mineral dan perlengkapan mandi juga dari Airy. Sayangnya waktu itu WiFi sering disconnect sendiri, jadinya ga bisa internetan pake WiFi. ",linen_P1-neg,linen_P1,neg,
"Kamarnya nyaman, tenang dan bersih. Kamar mandinya juga lumayan lah. Dapet snack, air mineral dan perlengkapan mandi juga dari Airy. Sayangnya waktu itu WiFi sering disconnect sendiri, jadinya ga bisa internetan pake WiFi. ",wifi_p1-neg,wifi_p1,neg,
"wifi nya dong benerin, ga bisa connect internet, mana sinyalnya susah lg ilang timbul",wifi_p1-neg,wifi_p1,neg,
"tempatnya nyaman dan bersih. cuma ketika masuk kamar, bau apek. saran saya supaya diberi pengharum ruangan",kebersihan-pos,kebersihan,pos,
"tempatnya nyaman dan bersih. cuma ketika masuk kamar, bau apek. saran saya supaya diberi pengharum ruangan",bau_P1-neg,bau_P1,neg,
"Lantai kamar mandi kamar saya agak licin, mohon dibersihkan dengan baik. Overall semua sangat baik. terima kasih 😆",kebersihan-neg,kebersihan,neg,
"Lantai kamar mandi kamar saya agak licin, mohon dibersihkan dengan baik. Overall semua sangat baik. terima kasih 😆",general-pos,general,pos,
"Seprenya kurang bersih, sarapannya kurang baik",linen_P1-neg,linen_P1,neg,
"Seprenya kurang bersih, sarapannya kurang baik",sunrise_meal_P1-neg,sunrise_meal_P1,neg,
bau kamarnya kurang wangi. kalau diberi pengharum ruangan lebih baik,bau_P1-neg,bau_P1,neg,
"Ac tidak dingin,(bocor) . Stop kontak tidak ada arus listrik, sehingga tidak bisa mengecas hp. Jika malam terdengar suara tikus berlari di atas plafon kamar. Handuk hanya tersedia 1",ac_P1-neg,ac_P1,neg,
"Ac tidak dingin,(bocor) . Stop kontak tidak ada arus listrik, sehingga tidak bisa mengecas hp. Jika malam terdengar suara tikus berlari di atas plafon kamar. Handuk hanya tersedia 1",linen_P1-neg,linen_P1,neg,
"Yang dikasih hanya kamar biasa bukan Airy Room, sudah di komplain tapi tidak di respon",service-neg,service,neg,
"cukup nyaman utk keluarga, sangat strategis dgn objek wisata . kebersihan perlu di tingkatkan lagi. kamar yg sy tempati sedikit aroma tidak sedap dri kamar mandi...",kebersihan-neg,kebersihan,neg,
"cukup nyaman utk keluarga, sangat strategis dgn objek wisata . kebersihan perlu di tingkatkan lagi. kamar yg sy tempati sedikit aroma tidak sedap dri kamar mandi...",bau_P1-neg,bau_P1,neg,
"tidak ada sarapan,kamar tidak sesuai ekspentasi,kamar mandi sangat buruk",sunrise_meal_P1-neg,sunrise_meal_P1,neg,
"tidak ada sarapan,kamar tidak sesuai ekspentasi,kamar mandi sangat buruk",kebersihan-neg,kebersihan,neg,
"Lumayan untuk harga diskon. Ac, tv, westafel. Semua baik. Cuma kmrrn abis ada wedding party, blm beres, jadi sampah nya bauuu",ac_P1-pos,ac_P1,pos,
"Lumayan untuk harga diskon. Ac, tv, westafel. Semua baik. Cuma kmrrn abis ada wedding party, blm beres, jadi sampah nya bauuu",tv_P1-pos,tv_P1,pos,
"Lumayan untuk harga diskon. Ac, tv, westafel. Semua baik. Cuma kmrrn abis ada wedding party, blm beres, jadi sampah nya bauuu",bau_P1-neg,bau_P1,neg,
Pesan kamar untuk 3 orang tapi amenitiesnya disediakan hanya untuk 2 orang. WiFi tidak jalan. Disediakan minuman ringan yang tidak dijelaskan free atau tidak. Dikira free ternyata bayar. ,linen_P1-neg,linen_P1,neg,
Pesan kamar untuk 3 orang tapi amenitiesnya disediakan hanya untuk 2 orang. WiFi tidak jalan. Disediakan minuman ringan yang tidak dijelaskan free atau tidak. Dikira free ternyata bayar. ,wifi_p1-neg,wifi_p1,neg,
Pesan kamar untuk 3 orang tapi amenitiesnya disediakan hanya untuk 2 orang. WiFi tidak jalan. Disediakan minuman ringan yang tidak dijelaskan free atau tidak. Dikira free ternyata bayar. ,service-neg,service,neg,
ok semua.cumak satu krgnya. selimutnya bau...,linen_P1-neg,linen_P1,neg,
"Bantal sma tempat tidurnya basah, lantainya pun masih basah, ac nya tidak dingin ",linen_P1-neg,linen_P1,neg,
"Bantal sma tempat tidurnya basah, lantainya pun masih basah, ac nya tidak dingin ",ac_P1-neg,ac_P1,neg,
Karena terlalu banyak kamar jadi tidak diperhatikan masalah kebersihan.,kebersihan-neg,kebersihan,neg,
bersih..rrapi tapi pelayanan kurang,kebersihan-pos,kebersihan,pos,
bersih..rrapi tapi pelayanan kurang,service-neg,service,neg,
"pelayanan memuaskan, cm air hangatnya tidak jln",service-pos,service,pos,
"pelayanan memuaskan, cm air hangatnya tidak jln",air_panas_P1-neg,air_panas_P1,neg,
"tambahkan keset untuk kamar mandi, dan juga ACnya kurang dingin.",linen_P1-neg,linen_P1,neg,
"tambahkan keset untuk kamar mandi, dan juga ACnya kurang dingin.",ac_P1-neg,ac_P1,neg,
semua bagus saya suka nyaman cuman kurangnya petugas kurang sigap dalam service kamar seperti pembaharuan minum dan cemilan serta peralatan mandi ,service-neg,service,neg,
semua bagus saya suka nyaman cuman kurangnya petugas kurang sigap dalam service kamar seperti pembaharuan minum dan cemilan serta peralatan mandi ,linen_P1-neg,linen_P1,neg,
"Jangan menginap disini deh.. Mending cari hotel lain.. Kelas deluxe tapi kayak ekonomi SEMPIT SEKALI, WC BAU, COLOKKAN LISTRIK TIDAK ADA. MAU CHARGER HP GAK BISA. NGHABISKAN DUIT AJA...SANGAT KECEWA",bau_P1-neg,bau_P1,neg,
Spreinya ada bekas noda dan lusuh seperti habis di pake tamu lain terus tidak di ganti mungkin. Terus bau apek sampai saya harus turun ambil parfum mobil. Pintu tidak dapat di kunci dari luar.,linen_P1-neg,linen_P1,neg,
Spreinya ada bekas noda dan lusuh seperti habis di pake tamu lain terus tidak di ganti mungkin. Terus bau apek sampai saya harus turun ambil parfum mobil. Pintu tidak dapat di kunci dari luar.,bau_P1-neg,bau_P1,neg,
"wifi sedang gangguan, sedangkan sinyal data disana jelek",wifi_p1-neg,wifi_p1,neg,
"AC-nya tidak berfungsi, AC kemungkinan bocor, panas banget. air dilantai 4 kadang-kadang tidak naik, airnya loyo.",ac_P1-neg,ac_P1,neg,
ac nya mati kaga dingin,ac_P1-neg,ac_P1,neg,
hotelnya bagus krn masih baru blm bau apek. snang sllu nginap d sini.,bau_P1-pos,bau_P1,pos,
hotelnya bagus krn masih baru blm bau apek. snang sllu nginap d sini.,general-pos,general,pos,
"Kebersihan teras ruangan agak kotor berdebu, lampu interior Kamar banyak yg mati",kebersihan-neg,kebersihan,neg,
Sayang gak ada tisu dikamar dan kamar mandi sedikit bau,linen_P1-neg,linen_P1,neg,
Sayang gak ada tisu dikamar dan kamar mandi sedikit bau,bau_P1-neg,bau_P1,neg,
"Sarapan kurang variasi, WiFi tidak bisa di akses di kamar dan sinyal HP pun jelek kalau di dalam kamar.",sunrise_meal_P1-neg,sunrise_meal_P1,neg,
"Sarapan kurang variasi, WiFi tidak bisa di akses di kamar dan sinyal HP pun jelek kalau di dalam kamar.",wifi_p1-neg,wifi_p1,neg,
pelayanan yang ramah... dan fasilitas mumpuni... cuman kurang kebersihan kamarandi saja... selebihnya memuaskan... nilai plusnya ada di breakfast yg enak.,service-pos,service,pos,
pelayanan yang ramah... dan fasilitas mumpuni... cuman kurang kebersihan kamarandi saja... selebihnya memuaskan... nilai plusnya ada di breakfast yg enak.,kebersihan-neg,kebersihan,neg,
pelayanan yang ramah... dan fasilitas mumpuni... cuman kurang kebersihan kamarandi saja... selebihnya memuaskan... nilai plusnya ada di breakfast yg enak.,general-pos,general,pos,
pelayanan yang ramah... dan fasilitas mumpuni... cuman kurang kebersihan kamarandi saja... selebihnya memuaskan... nilai plusnya ada di breakfast yg enak.,sunrise_meal_P1-pos,sunrise_meal_P1,pos,
kamar tidak bersih,kebersihan-neg,kebersihan,neg,
kurang bersih aja...tp keseluruhan lumayan lah,kebersihan-neg,kebersihan,neg,
kurang bersih aja...tp keseluruhan lumayan lah,general-pos,general,pos,
AC krg dingin,ac_P1-neg,ac_P1,neg,
Pelayanan nya sangat bagus Tetapi kamar nya kurang bersih Agak sedikit bau Dan seperti wisma ,service-pos,service,pos,
Pelayanan nya sangat bagus Tetapi kamar nya kurang bersih Agak sedikit bau Dan seperti wisma ,kebersihan-neg,kebersihan,neg,
Pelayanan nya sangat bagus Tetapi kamar nya kurang bersih Agak sedikit bau Dan seperti wisma ,bau_P1-neg,bau_P1,neg,
kebersihan lemari dan perabot. Tidak ada wifi,kebersihan-neg,kebersihan,neg,
kebersihan lemari dan perabot. Tidak ada wifi,wifi_p1-neg,wifi_p1,neg,
AC kamar yang saya gunakan kurang dingin,ac_P1-neg,ac_P1,neg,
"Tidak sesuai dengan gambar dan tampilan di foto, semua fasilitas sudah tua, wc kotor.",kebersihan-neg,kebersihan,neg,
TV gak bisa di pakai  sinyal parabola nya lemah,tv_P1-neg,tv_P1,neg,
"Lagi siap pulang udah di ketok2 sm masnya yg nanyanya kurang ramah. Dan HAnduk cuma di kasih satu,pintu kmar mAndi gbs ke tutup",service-neg,service,neg,
"Lagi siap pulang udah di ketok2 sm masnya yg nanyanya kurang ramah. Dan HAnduk cuma di kasih satu,pintu kmar mAndi gbs ke tutup",linen_P1-neg,linen_P1,neg,
"Kamar Bau Rokok, snack dan pelengkap dari airy rooms tidak ada",bau_P1-neg,bau_P1,neg,
"Kamar Bau Rokok, snack dan pelengkap dari airy rooms tidak ada",linen_P1-neg,linen_P1,neg,
sayang kamar mandi bau,bau_P1-neg,bau_P1,neg,
kMR bgus ..cma WIFI  jelek ..trus gak ada tempat sampah lagi ..dan yg jga orngnya kurang loyal ..sma pelayanan kepada tamu kurang bgus terlalu cuek,wifi_p1-neg,wifi_p1,neg,
kMR bgus ..cma WIFI  jelek ..trus gak ada tempat sampah lagi ..dan yg jga orngnya kurang loyal ..sma pelayanan kepada tamu kurang bgus terlalu cuek,linen_P1-neg,linen_P1,neg,
kMR bgus ..cma WIFI  jelek ..trus gak ada tempat sampah lagi ..dan yg jga orngnya kurang loyal ..sma pelayanan kepada tamu kurang bgus terlalu cuek,service-neg,service,neg,
"1. kamar 209 , bau apek karena lembab di toilet plafonnya menjamur dan  lubang. 2. gelas buat minum di lantai 1 kotot dan tdk cukup 3. cukup sekali saja nginap disana. apa gunanya airy tdk bs keep standard",bau_P1-neg,bau_P1,neg,
"Kamar luas, tempat strategis sebelah lippo, parkir enak hanya saja sprei agak bau dan kloset agak mampet, service bagus, ada lift",linen_P1-neg,linen_P1,neg,
"Kamar luas, tempat strategis sebelah lippo, parkir enak hanya saja sprei agak bau dan kloset agak mampet, service bagus, ada lift",service-pos,service,pos,
toilet bau mgkn mslh pd saluran pembuangan. sprei dan selimut kotor. minta diganti tp tidak ada HK malam. dibatu resepsionis untuk memasakkan lapisan. pagi pagi kaki dna tangan gatal gatal bentol bentol. sepertinya tungau. NOT RECOMMENDED,bau_P1-neg,bau_P1,neg,
toilet bau mgkn mslh pd saluran pembuangan. sprei dan selimut kotor. minta diganti tp tidak ada HK malam. dibatu resepsionis untuk memasakkan lapisan. pagi pagi kaki dna tangan gatal gatal bentol bentol. sepertinya tungau. NOT RECOMMENDED,linen_P1-neg,linen_P1,neg,
toilet bau mgkn mslh pd saluran pembuangan. sprei dan selimut kotor. minta diganti tp tidak ada HK malam. dibatu resepsionis untuk memasakkan lapisan. pagi pagi kaki dna tangan gatal gatal bentol bentol. sepertinya tungau. NOT RECOMMENDED,kebersihan-neg,kebersihan,neg,
AC ga dingin,ac_P1-neg,ac_P1,neg,
"Tempat strategis, pelayanan baik, fasilitas cukup baik, kebersihan masih perlu ditingkatkan. ",service-pos,service,pos,
"Tempat strategis, pelayanan baik, fasilitas cukup baik, kebersihan masih perlu ditingkatkan. ",kebersihan-neg,kebersihan,neg,
Pelayanannya baik...tapi snack nya koq ngga ada lagi ya...kemudian bantalnya bau apek..itu aja masukannya 😁😉,service-pos,service,pos,
Pelayanannya baik...tapi snack nya koq ngga ada lagi ya...kemudian bantalnya bau apek..itu aja masukannya 😁😉,linen_P1-neg,linen_P1,neg,
"Fasilitas TV tidak ada chanelnya, gak ada selimut, tidur tidak nyenyak karena banyak nyamuk. Mohon fasilitasnya diperbaiki. Tks",tv_P1-neg,tv_P1,neg,
"Fasilitas TV tidak ada chanelnya, gak ada selimut, tidur tidak nyenyak karena banyak nyamuk. Mohon fasilitasnya diperbaiki. Tks",linen_P1-neg,linen_P1,neg,
"Katanya snacknya lagi gangguan, jd ga dapat snack, tp yg lainnya bagus kok :)",linen_P1-neg,linen_P1,neg,
"Katanya snacknya lagi gangguan, jd ga dapat snack, tp yg lainnya bagus kok :)",general-pos,general,pos,
Sprei tidak diganti... banyak pasir. ,linen_P1-neg,linen_P1,neg,
Sprei tidak diganti... banyak pasir. ,kebersihan-neg,kebersihan,neg,
Airnya berbau,bau_P1-neg,bau_P1,neg,
Wifi jelek ,wifi_p1-neg,wifi_p1,neg,
"Tidak ada yg bertulisan Airy di room 107, remot TV tdk bs di pakai(rusak), remot AC tdk ada(hidupin AC manual), perlengkapan kamar mandi cmn ada handuk. Kami sangat kecewa yg di room 107 Room 103 sangat puas perlengkapan room ada smua",tv_P1-neg,tv_P1,neg,
"Tidak ada yg bertulisan Airy di room 107, remot TV tdk bs di pakai(rusak), remot AC tdk ada(hidupin AC manual), perlengkapan kamar mandi cmn ada handuk. Kami sangat kecewa yg di room 107 Room 103 sangat puas perlengkapan room ada smua",ac_P1-neg,ac_P1,neg,
"Tidak ada yg bertulisan Airy di room 107, remot TV tdk bs di pakai(rusak), remot AC tdk ada(hidupin AC manual), perlengkapan kamar mandi cmn ada handuk. Kami sangat kecewa yg di room 107 Room 103 sangat puas perlengkapan room ada smua",linen_P1-neg,linen_P1,neg,
Air hangat kadang mati,air_panas_P1-neg,air_panas_P1,neg,
lebih membutuhkan maintenance untuk kamar mandi dan aroma Ac/kamarnya ,bau_P1-neg,bau_P1,neg,
"Tidak bisa nonton tv karena tdk ada signal,sprei sepertinya belum diganti masih ada serpihan debu,tp overall cukup memuaskan apabila kemalaman di daerah setiabudi",tv_P1-neg,tv_P1,neg,
"Tidak bisa nonton tv karena tdk ada signal,sprei sepertinya belum diganti masih ada serpihan debu,tp overall cukup memuaskan apabila kemalaman di daerah setiabudi",linen_P1-neg,linen_P1,neg,
"Tidak bisa nonton tv karena tdk ada signal,sprei sepertinya belum diganti masih ada serpihan debu,tp overall cukup memuaskan apabila kemalaman di daerah setiabudi",kebersihan-neg,kebersihan,neg,
"Tidak bisa nonton tv karena tdk ada signal,sprei sepertinya belum diganti masih ada serpihan debu,tp overall cukup memuaskan apabila kemalaman di daerah setiabudi",general-pos,general,pos,
Kamar bersih dan nyaman. cuman sayang air panasnya mati dan mohon untuk memberikan petunjuk arah kiblat agar memudahkan muslim menjalankan sholat. Selebihnya good service.. thanks airy 🙏 ,kebersihan-pos,kebersihan,pos,
Kamar bersih dan nyaman. cuman sayang air panasnya mati dan mohon untuk memberikan petunjuk arah kiblat agar memudahkan muslim menjalankan sholat. Selebihnya good service.. thanks airy 🙏 ,air_panas_P1-neg,air_panas_P1,neg,
Kamar bersih dan nyaman. cuman sayang air panasnya mati dan mohon untuk memberikan petunjuk arah kiblat agar memudahkan muslim menjalankan sholat. Selebihnya good service.. thanks airy 🙏 ,general-pos,general,pos,
Berkesan karena dekat kemana-mana tapi yang buat saya kecewa kamarnya jorok,kebersihan-neg,kebersihan,neg,
hanya AC nya agak kurang dingin,ac_P1-neg,ac_P1,neg,
good.. ada snack di stiap kamar. cm syg pas dpt kamar 305 ac nya gak dingin sm sekali. selebihnya keren. langganan dsini. ,linen_P1-pos,linen_P1,pos,
good.. ada snack di stiap kamar. cm syg pas dpt kamar 305 ac nya gak dingin sm sekali. selebihnya keren. langganan dsini. ,ac_P1-neg,ac_P1,neg,
good.. ada snack di stiap kamar. cm syg pas dpt kamar 305 ac nya gak dingin sm sekali. selebihnya keren. langganan dsini. ,general-pos,general,pos,
bau. kotor banyak semut,bau_P1-neg,bau_P1,neg,
bau. kotor banyak semut,kebersihan-neg,kebersihan,neg,
"hotelnya bersih dan nyaman, tp keyika masuk kamar sangat bau bekas asap rokok",kebersihan-pos,kebersihan,pos,
"hotelnya bersih dan nyaman, tp keyika masuk kamar sangat bau bekas asap rokok",bau_P1-neg,bau_P1,neg,
bantal nya bau,linen_P1-neg,linen_P1,neg,
"sdh 2x ini inap di airy tp ga prnh dpt bingkisan kotak biru dari airy (complimentery) pdhl baca review tmn2 sering pd dpt. waktu nanya dari pihak hotel katanya dr airy ga prnh krm lagi, ty ke customer service airy di jwb airy ga ada gitu2an, dan percakapan lgsg di hentikan oleh customer service ats nama koko",linen_P1-neg,linen_P1,neg,
"sdh 2x ini inap di airy tp ga prnh dpt bingkisan kotak biru dari airy (complimentery) pdhl baca review tmn2 sering pd dpt. waktu nanya dari pihak hotel katanya dr airy ga prnh krm lagi, ty ke customer service airy di jwb airy ga ada gitu2an, dan percakapan lgsg di hentikan oleh customer service ats nama koko",service-neg,service,neg,
"Yang berkesan adalah pihak hotel berkenan memberikan makan sahur (sebagai ganti sarapan) waktu saya menginap di sini pada bulan Ramadhan. Yang perlu diperbaiki sekiranya handuk perlu diganti, plafon perlu dicat ulang agar bersih (ada plak hitam) dan mungkin kamar perlu dicek ulang (sepertinya ada air AC yang bocor menetes di kamar. Selebihnya baik.",linen_P1-neg,linen_P1,neg,
"Yang berkesan adalah pihak hotel berkenan memberikan makan sahur (sebagai ganti sarapan) waktu saya menginap di sini pada bulan Ramadhan. Yang perlu diperbaiki sekiranya handuk perlu diganti, plafon perlu dicat ulang agar bersih (ada plak hitam) dan mungkin kamar perlu dicek ulang (sepertinya ada air AC yang bocor menetes di kamar. Selebihnya baik.",kebersihan-neg,kebersihan,neg,
"Yang berkesan adalah pihak hotel berkenan memberikan makan sahur (sebagai ganti sarapan) waktu saya menginap di sini pada bulan Ramadhan. Yang perlu diperbaiki sekiranya handuk perlu diganti, plafon perlu dicat ulang agar bersih (ada plak hitam) dan mungkin kamar perlu dicek ulang (sepertinya ada air AC yang bocor menetes di kamar. Selebihnya baik.",ac_P1-neg,ac_P1,neg,
"Yang berkesan adalah pihak hotel berkenan memberikan makan sahur (sebagai ganti sarapan) waktu saya menginap di sini pada bulan Ramadhan. Yang perlu diperbaiki sekiranya handuk perlu diganti, plafon perlu dicat ulang agar bersih (ada plak hitam) dan mungkin kamar perlu dicek ulang (sepertinya ada air AC yang bocor menetes di kamar. Selebihnya baik.",sunrise_meal_P1-pos,sunrise_meal_P1,pos,
"Yang berkesan adalah pihak hotel berkenan memberikan makan sahur (sebagai ganti sarapan) waktu saya menginap di sini pada bulan Ramadhan. Yang perlu diperbaiki sekiranya handuk perlu diganti, plafon perlu dicat ulang agar bersih (ada plak hitam) dan mungkin kamar perlu dicek ulang (sepertinya ada air AC yang bocor menetes di kamar. Selebihnya baik.",general-pos,general,pos,
"Air panas nya agak buruk, tiba2 aliran airnya kecil, terus tidak ada lemarinya, banyak semut di kamar",air_panas_P1-neg,air_panas_P1,neg,
"Air panas nya agak buruk, tiba2 aliran airnya kecil, terus tidak ada lemarinya, banyak semut di kamar",kebersihan-neg,kebersihan,neg,
"kebersihan kurang, debu dan ada bulu rambut di tempat tidur",kebersihan-neg,kebersihan,neg,
"Hotelnya bagus, cuma wifinya lemah, pintu kamar mandi juga ada yang rusak, sabun dan sikat gigi juga kadang2 ada kadang2 tidak ada",wifi_p1-neg,wifi_p1,neg,
"Hotelnya bagus, cuma wifinya lemah, pintu kamar mandi juga ada yang rusak, sabun dan sikat gigi juga kadang2 ada kadang2 tidak ada",linen_P1-neg,linen_P1,neg,
overall everything was good before i took a bath. showernya rusak tidak bisa mengeluarkan air dengan baik. kasurnya cukup nyaman tetapi bantal terlalu tipis dan kurang nyaman. ac kurang dingin. but the price is affordable enough. thx airy,linen_P1-neg,linen_P1,neg,
overall everything was good before i took a bath. showernya rusak tidak bisa mengeluarkan air dengan baik. kasurnya cukup nyaman tetapi bantal terlalu tipis dan kurang nyaman. ac kurang dingin. but the price is affordable enough. thx airy,ac_P1-neg,ac_P1,neg,
KOTOR DAN TIDAK BAGUS SERVICENYA.    KAPOK BANGET.,kebersihan-neg,kebersihan,neg,
KOTOR DAN TIDAK BAGUS SERVICENYA.    KAPOK BANGET.,service-neg,service,neg,
"Pelayanan tidak memuaskan, makanan habis pas sahur, kamar 2 hari tidak dibersihkan, receptionist tidak sopan dan menjangkelkan",service-neg,service,neg,
"Pelayanan tidak memuaskan, makanan habis pas sahur, kamar 2 hari tidak dibersihkan, receptionist tidak sopan dan menjangkelkan",sunrise_meal_P1-neg,sunrise_meal_P1,neg,
"Pelayanan tidak memuaskan, makanan habis pas sahur, kamar 2 hari tidak dibersihkan, receptionist tidak sopan dan menjangkelkan",kebersihan-neg,kebersihan,neg,
"So far lumayan sih buat budget hotel. Tapi pelayanannya agak kurang nih, 😂 wifi nggak konek, terus mau clean up room, kunci digantungin gitu aja di pintu kamar, nggak disimpen lagi di resepsionis 💔 ",service-neg,service,neg,
"So far lumayan sih buat budget hotel. Tapi pelayanannya agak kurang nih, 😂 wifi nggak konek, terus mau clean up room, kunci digantungin gitu aja di pintu kamar, nggak disimpen lagi di resepsionis 💔 ",wifi_p1-neg,wifi_p1,neg,
