review,category_sentiment,category,sentiment
air panas di kmr mandi nya saja tdk nyala ... lain nya ok.,air_panas_P1-neg,air_panas_P1,neg
air panas di kmr mandi nya saja tdk nyala ... lain nya ok.,general-pos,general,pos
"Air panas rusak, apes dah",air_panas_P1-neg,air_panas_P1,neg
"Fasilitas lumayan sesuai harga, ada makan paginya, dekat dengan stasiun cirebon, kamar mandi agak kurang bersih, air nya mengalir kecil, utk kedepannya mudah2an ada perbaikan khususnya fasilitas kamar mandinya, terimakasih ",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"Fasilitas lumayan sesuai harga, ada makan paginya, dekat dengan stasiun cirebon, kamar mandi agak kurang bersih, air nya mengalir kecil, utk kedepannya mudah2an ada perbaikan khususnya fasilitas kamar mandinya, terimakasih ",kebersihan-neg,kebersihan,neg
Wifi gk nyampe lantai atas,wifi_P1-neg,wifi_P1,neg
"Pelayanannya cukup baik , channel tvnya kadang erorr ",service-pos,service,pos
"Pelayanannya cukup baik , channel tvnya kadang erorr ",tv_P1-neg,tv_P1,neg
"Pelayanannya ramah, tempat strategis&byk tempat makan. Dgn budget murah udh dpt sarapan, cemilan&fasilitas kmar yg lumayan. Demi kenyamanan, utk keberishan dtingkatkan lagi. Next..balik lagi ksni😊",service-pos,service,pos
"Pelayanannya ramah, tempat strategis&byk tempat makan. Dgn budget murah udh dpt sarapan, cemilan&fasilitas kmar yg lumayan. Demi kenyamanan, utk keberishan dtingkatkan lagi. Next..balik lagi ksni😊",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"Pelayanannya ramah, tempat strategis&byk tempat makan. Dgn budget murah udh dpt sarapan, cemilan&fasilitas kmar yg lumayan. Demi kenyamanan, utk keberishan dtingkatkan lagi. Next..balik lagi ksni😊",linen_P1-pos,linen_P1,pos
"Pelayanannya ramah, tempat strategis&byk tempat makan. Dgn budget murah udh dpt sarapan, cemilan&fasilitas kmar yg lumayan. Demi kenyamanan, utk keberishan dtingkatkan lagi. Next..balik lagi ksni😊",kebersihan-neg,kebersihan,neg
"tempat bersih, lampu kamar kurang terang, bed cover nampak kotor / lusuh. pelayanan baik. tissue roll di bath room jamuran / bekas basah.",kebersihan-pos,kebersihan,pos
"tempat bersih, lampu kamar kurang terang, bed cover nampak kotor / lusuh. pelayanan baik. tissue roll di bath room jamuran / bekas basah.",service-pos,service,pos
"tempat bersih, lampu kamar kurang terang, bed cover nampak kotor / lusuh. pelayanan baik. tissue roll di bath room jamuran / bekas basah.",linen_P1-neg,linen_P1,neg
Kmr ny lucu bgt wlwpun kcil tp bersih air panas ontime tv ac dingin pke pin kamarnya cma wifi gk mencakup kmr yg di ujung2 dan gk cepat aksesnya. Cocok bwt backpeker hrg murh dpt snack dr airy peralatan mandi di tmpat lain mana dapet hehee dgn hrg yg sgtt murah gnii ,kebersihan-pos,kebersihan,pos
Kmr ny lucu bgt wlwpun kcil tp bersih air panas ontime tv ac dingin pke pin kamarnya cma wifi gk mencakup kmr yg di ujung2 dan gk cepat aksesnya. Cocok bwt backpeker hrg murh dpt snack dr airy peralatan mandi di tmpat lain mana dapet hehee dgn hrg yg sgtt murah gnii ,air_panas_P1-pos,air_panas_P1,pos
Kmr ny lucu bgt wlwpun kcil tp bersih air panas ontime tv ac dingin pke pin kamarnya cma wifi gk mencakup kmr yg di ujung2 dan gk cepat aksesnya. Cocok bwt backpeker hrg murh dpt snack dr airy peralatan mandi di tmpat lain mana dapet hehee dgn hrg yg sgtt murah gnii ,tv_P1-neg,tv_P1,neg
Kmr ny lucu bgt wlwpun kcil tp bersih air panas ontime tv ac dingin pke pin kamarnya cma wifi gk mencakup kmr yg di ujung2 dan gk cepat aksesnya. Cocok bwt backpeker hrg murh dpt snack dr airy peralatan mandi di tmpat lain mana dapet hehee dgn hrg yg sgtt murah gnii ,ac_P1-pos,ac_P1,pos
Kmr ny lucu bgt wlwpun kcil tp bersih air panas ontime tv ac dingin pke pin kamarnya cma wifi gk mencakup kmr yg di ujung2 dan gk cepat aksesnya. Cocok bwt backpeker hrg murh dpt snack dr airy peralatan mandi di tmpat lain mana dapet hehee dgn hrg yg sgtt murah gnii ,wifi_P1-neg,wifi_P1,neg
Kmr ny lucu bgt wlwpun kcil tp bersih air panas ontime tv ac dingin pke pin kamarnya cma wifi gk mencakup kmr yg di ujung2 dan gk cepat aksesnya. Cocok bwt backpeker hrg murh dpt snack dr airy peralatan mandi di tmpat lain mana dapet hehee dgn hrg yg sgtt murah gnii ,linen_P1-pos,linen_P1,pos
ac panas sampe narik kasur k ruang tv kulkas jg gg dingin teko listrik ga panas,ac_P1-neg,ac_P1,neg
"Kamarnya agak gelap karena ada lampu yang mati. Air panas tidak berfungsi. Dari hotel ini, Gunung Salak terlihat jelas. ",air_panas_P1-neg,air_panas_P1,neg
Sempat merasa kurang nyaman. resepsionis sering banget ngetokin kamar.,service-neg,service,neg
"Check in nyampe sudah larut malam liat resepsionist lagi tidur sambil duduk,terus masuk kamar mau bersihin badan engga ada handuk ditanya ke bag.resepsionist nunggu sekitar 15 menit lebih lalu jawabannya sudah ada dikamar,kalau ada buat apa saya bilang , sekitar jam 2 dini hari tiba-tiba listrik padam ,,cukup kecewa",service-neg,service,neg
"Check in nyampe sudah larut malam liat resepsionist lagi tidur sambil duduk,terus masuk kamar mau bersihin badan engga ada handuk ditanya ke bag.resepsionist nunggu sekitar 15 menit lebih lalu jawabannya sudah ada dikamar,kalau ada buat apa saya bilang , sekitar jam 2 dini hari tiba-tiba listrik padam ,,cukup kecewa",linen_P1-neg,linen_P1,neg
vs kurang ramah,service-neg,service,neg
"Suasana hotel jadul menyenangkan, kayak di China Town di mana gitu. Dekat dengan Stasiun Gambir. Para staff hotel ramah. Sarapan enaaaaaak. Fasilitas kamar berfungsi baik. Wifi tidak terlalu kuat (karena kamar di lantai 5). Worth it untuk yang suka nuansa zaman dulu. Terima kasih  Airy Rooms!",service-pos,service,pos
"Suasana hotel jadul menyenangkan, kayak di China Town di mana gitu. Dekat dengan Stasiun Gambir. Para staff hotel ramah. Sarapan enaaaaaak. Fasilitas kamar berfungsi baik. Wifi tidak terlalu kuat (karena kamar di lantai 5). Worth it untuk yang suka nuansa zaman dulu. Terima kasih  Airy Rooms!",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"Suasana hotel jadul menyenangkan, kayak di China Town di mana gitu. Dekat dengan Stasiun Gambir. Para staff hotel ramah. Sarapan enaaaaaak. Fasilitas kamar berfungsi baik. Wifi tidak terlalu kuat (karena kamar di lantai 5). Worth it untuk yang suka nuansa zaman dulu. Terima kasih  Airy Rooms!",wifi_P1-neg,wifi_P1,neg
"sangat menyenangkan dan memuaskan... Namun saat check in jam 14.00, masih harus menunggu selama 20 menit, mohon diperbaiki..",service-neg,service,neg
"Memuaskan, cuma air panasnya yg gak ngalir, overall, sesuailah dengan budgetnya",air_panas_P1-neg,air_panas_P1,neg
"Memuaskan, cuma air panasnya yg gak ngalir, overall, sesuailah dengan budgetnya",general-pos,general,pos
"hotel jorok ....banyak nyamuk...karyawanny berisik,lokasi jg susah dicari,ngk nyaranin deh untuk nginap disini....udh tuh ada razia jg lagi...pdhl lg enk2 tidur....so buat kalian saya ng nyaranin....",kebersihan-neg,kebersihan,neg
"hotel jorok ....banyak nyamuk...karyawanny berisik,lokasi jg susah dicari,ngk nyaranin deh untuk nginap disini....udh tuh ada razia jg lagi...pdhl lg enk2 tidur....so buat kalian saya ng nyaranin....",service-neg,service,neg
"kamar pengap, kamar mandi kotor!!!",bau_P1-neg,bau_P1,neg
"kamar pengap, kamar mandi kotor!!!",kebersihan-neg,kebersihan,neg
untuk kamar bagus dan bersih. dapet breakfast lumayan banyak pilihan. cuma air kamar mandi nya berbau dan berwarna kuning.,kebersihan-pos,kebersihan,pos
untuk kamar bagus dan bersih. dapet breakfast lumayan banyak pilihan. cuma air kamar mandi nya berbau dan berwarna kuning.,sunrise_meal_P1-pos,sunrise_meal_P1,pos
"fasilitas baik, hanya kurang bersih lantainya.    masih banyak debu dan rambut2. selebihnya oke",kebersihan-neg,kebersihan,neg
"fasilitas baik, hanya kurang bersih lantainya.    masih banyak debu dan rambut2. selebihnya oke",general-pos,general,pos
"kamarnya bagus bersih, cuman dapet yg tanpa jendela. airnya terlalu panas dan gak bisa pake air dingin, airnya yg keluar hanya sedikit. overall kalo buat semalam sih cukup lah.",kebersihan-pos,kebersihan,pos
"kamarnya bagus bersih, cuman dapet yg tanpa jendela. airnya terlalu panas dan gak bisa pake air dingin, airnya yg keluar hanya sedikit. overall kalo buat semalam sih cukup lah.",air_panas_P1-neg,air_panas_P1,neg
"kamarnya bagus bersih, cuman dapet yg tanpa jendela. airnya terlalu panas dan gak bisa pake air dingin, airnya yg keluar hanya sedikit. overall kalo buat semalam sih cukup lah.",general-pos,general,pos
wcnya lumutan..bikin jijik,kebersihan-neg,kebersihan,neg
"bangunan baru, kebersihan ok ,, ga jauh dr jalan utama..perlu pengharum buat di toilet... tq",kebersihan-pos,kebersihan,pos
"bangunan baru, kebersihan ok ,, ga jauh dr jalan utama..perlu pengharum buat di toilet... tq",bau_P1-neg,bau_P1,neg
Fasilitas air panas disediakan ,air_panas_P1-neg,air_panas_P1,neg
air panas d kamar hotel kurang maksimal..jga fasilitas untuk termos atau water heater tidak ada.. harus ke recepcionis atau cafe paw.on ,air_panas_P1-neg,air_panas_P1,neg
hotel bersih dan nyaman. tp kok ga dpt box snak sm peralatan khas airy ya...tp males ih komplain.,kebersihan-pos,kebersihan,pos
hotel bersih dan nyaman. tp kok ga dpt box snak sm peralatan khas airy ya...tp males ih komplain.,linen_P1-neg,linen_P1,neg
wifi buruk kurang maksimal,wifi_P1-neg,wifi_P1,neg
Biasa di airy ada makanan ringan sekarang tidak ada,linen_P1-neg,linen_P1,neg
bangunan lama dan bau apek.. tempat susah dicari,bau_P1-neg,bau_P1,neg
"Hotelnya nyaman, lengkap dan luar. Tapi sayang saya dapet kamar yang ac nya kurang dingin. Mungkin untuk kedepannya dapat di perbaiki",ac_P1-neg,ac_P1,neg
"kamarnya gede dan luas banget tp sayang wifinya nggak ke detact sampai kamar :(, but overall OKE 👍😊",wifi_P1-neg,wifi_P1,neg
"kamarnya gede dan luas banget tp sayang wifinya nggak ke detact sampai kamar :(, but overall OKE 👍😊",general-pos,general,pos
"Kebersihan sangat tidak baik, kamar bau. ",kebersihan-neg,kebersihan,neg
"Kebersihan sangat tidak baik, kamar bau. ",bau_P1-neg,bau_P1,neg
"Sangat sangat mengecewakan, kamar yg bau ditambah dengan fasilita tv yg jelek dan kamar mandi yg jor",bau_P1-neg,bau_P1,neg
"Sangat sangat mengecewakan, kamar yg bau ditambah dengan fasilita tv yg jelek dan kamar mandi yg jor",tv_P1-neg,tv_P1,neg
Butuh pengharum ruangan dan perbaikan AC,bau_P1-neg,bau_P1,neg
Butuh pengharum ruangan dan perbaikan AC,ac_P1-neg,ac_P1,neg
"kamar: kebersihan cukup baik, hanya sprei banyak noda, dan agak bau fasilitas lengkap dan berfungsi dengan baik skor 8 dari 10",kebersihan-pos,kebersihan,pos
"kamar: kebersihan cukup baik, hanya sprei banyak noda, dan agak bau fasilitas lengkap dan berfungsi dengan baik skor 8 dari 10",linen_P1-neg,linen_P1,neg
"kamarnya bagus. tapi nyamuknya juga lumayan banyak. ada beberapa sawang diatap2 kamar dan kasur. untuk kamar mandinya, air panasnya harus nunggu beberapa menit dulu baru panas dan wastafelnya bocor. untuk breakfast, menu sederhana tapi enak juga. btw, terimakasih snack dan alat mandinya ya. overall ok and worth it! semoga makin banyak promo airy :)",kebersihan-neg,kebersihan,neg
"kamarnya bagus. tapi nyamuknya juga lumayan banyak. ada beberapa sawang diatap2 kamar dan kasur. untuk kamar mandinya, air panasnya harus nunggu beberapa menit dulu baru panas dan wastafelnya bocor. untuk breakfast, menu sederhana tapi enak juga. btw, terimakasih snack dan alat mandinya ya. overall ok and worth it! semoga makin banyak promo airy :)",air_panas_P1-neg,air_panas_P1,neg
"kamarnya bagus. tapi nyamuknya juga lumayan banyak. ada beberapa sawang diatap2 kamar dan kasur. untuk kamar mandinya, air panasnya harus nunggu beberapa menit dulu baru panas dan wastafelnya bocor. untuk breakfast, menu sederhana tapi enak juga. btw, terimakasih snack dan alat mandinya ya. overall ok and worth it! semoga makin banyak promo airy :)",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"kamarnya bagus. tapi nyamuknya juga lumayan banyak. ada beberapa sawang diatap2 kamar dan kasur. untuk kamar mandinya, air panasnya harus nunggu beberapa menit dulu baru panas dan wastafelnya bocor. untuk breakfast, menu sederhana tapi enak juga. btw, terimakasih snack dan alat mandinya ya. overall ok and worth it! semoga makin banyak promo airy :)",linen_P1-pos,linen_P1,pos
"kamarnya bagus. tapi nyamuknya juga lumayan banyak. ada beberapa sawang diatap2 kamar dan kasur. untuk kamar mandinya, air panasnya harus nunggu beberapa menit dulu baru panas dan wastafelnya bocor. untuk breakfast, menu sederhana tapi enak juga. btw, terimakasih snack dan alat mandinya ya. overall ok and worth it! semoga makin banyak promo airy :)",general-pos,general,pos
"mantav, ruangan bersih, ac dingin...cm kgak ada air panas..",kebersihan-pos,kebersihan,pos
"mantav, ruangan bersih, ac dingin...cm kgak ada air panas..",ac_P1-pos,ac_P1,pos
"mantav, ruangan bersih, ac dingin...cm kgak ada air panas..",air_panas_P1-neg,air_panas_P1,neg
"kamarnya bersih, sarapan enak, namun sayang sprei tidak baru",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"kamarnya bersih, sarapan enak, namun sayang sprei tidak baru",linen_P1-neg,linen_P1,neg
"kamarnya bersih, sarapan enak, namun sayang sprei tidak baru",kebersihan-pos,kebersihan,pos
"Pelayanannya oke kok. Cuman agak kecewa aja waktu masuk kamarnya agak bau, ternyata sumber baunya dari bed covernya. Besoknya minta ganti langsung diganti kok :) thanks ya!",service-pos,service,pos
"Pelayanannya oke kok. Cuman agak kecewa aja waktu masuk kamarnya agak bau, ternyata sumber baunya dari bed covernya. Besoknya minta ganti langsung diganti kok :) thanks ya!",bau_P1-pos,bau_P1,pos
"Pelayanannya oke kok. Cuman agak kecewa aja waktu masuk kamarnya agak bau, ternyata sumber baunya dari bed covernya. Besoknya minta ganti langsung diganti kok :) thanks ya!",linen_P1-neg,linen_P1,neg
"kamar dan lokasi oke, channel tv sucks. isinya cuma iklan2 bahkan channel lokalpun tidak tersedia. staff jg sebaiknya jgn merokok di dalam krna bau rokok masuk ke kamar. tqyu",tv_P1-neg,tv_P1,neg
"kamar dan lokasi oke, channel tv sucks. isinya cuma iklan2 bahkan channel lokalpun tidak tersedia. staff jg sebaiknya jgn merokok di dalam krna bau rokok masuk ke kamar. tqyu",service-neg,service,neg
"kamar dan lokasi oke, channel tv sucks. isinya cuma iklan2 bahkan channel lokalpun tidak tersedia. staff jg sebaiknya jgn merokok di dalam krna bau rokok masuk ke kamar. tqyu",bau_P1-neg,bau_P1,neg
tidak sesuai dgn gambar..kamar Kotor Dan bau..banyak puntung bekas rokok Dan kecoa dikamar..tidak re,kebersihan-neg,kebersihan,neg
tidak sesuai dgn gambar..kamar Kotor Dan bau..banyak puntung bekas rokok Dan kecoa dikamar..tidak re,bau_P1-neg,bau_P1,neg
Wifi gak berjalan terlalu baik.  Tapi overall bagus..  ,wifi_P1-neg,wifi_P1,neg
Wifi gak berjalan terlalu baik.  Tapi overall bagus..  ,general-pos,general,pos
"Bersih, nyaman, tapi WiFi lola banget ",kebersihan-pos,kebersihan,pos
"Bersih, nyaman, tapi WiFi lola banget ",wifi_P1-neg,wifi_P1,neg
"air bau karat, kamar banyak nyamuk, siaran tv bukan siaran tv kabel, wifi tidak masuk ke kamar, park",tv_P1-neg,tv_P1,neg
"air bau karat, kamar banyak nyamuk, siaran tv bukan siaran tv kabel, wifi tidak masuk ke kamar, park",wifi_P1-neg,wifi_P1,neg
"Selimutnya kurang tebel, wifi nya lelet. Selebihnya sudah memuaskan. ",linen_P1-neg,linen_P1,neg
"Selimutnya kurang tebel, wifi nya lelet. Selebihnya sudah memuaskan. ",wifi_P1-neg,wifi_P1,neg
"Selimutnya kurang tebel, wifi nya lelet. Selebihnya sudah memuaskan. ",general-pos,general,pos
ac nya kamar 309 bocor,ac_P1-neg,ac_P1,neg
Tidak ada air panas untuk mandi..,air_panas_P1-neg,air_panas_P1,neg
lumayan. walaupun sprei kurang bersih dan tidak tersedia selimut,linen_P1-neg,linen_P1,neg
lumayan. walaupun sprei kurang bersih dan tidak tersedia selimut,kebersihan-neg,kebersihan,neg
kamar bau..pengap..km kurang bersih..,bau_P1-neg,bau_P1,neg
kamar bau..pengap..km kurang bersih..,kebersihan-neg,kebersihan,neg
"Snak makanan ringannya ga ada sih, ",linen_P1-neg,linen_P1,neg
"kamar bau rokok, ac kurang dingin",bau_P1-neg,bau_P1,neg
"kamar bau rokok, ac kurang dingin",ac_P1-neg,ac_P1,neg
"sesuai budget lah. tapi nyaman kok, kamar juga bersih, WiFi nyala walau koneksi agak lelet, yg jaga ",kebersihan-pos,kebersihan,pos
"sesuai budget lah. tapi nyaman kok, kamar juga bersih, WiFi nyala walau koneksi agak lelet, yg jaga ",wifi_P1-neg,wifi_P1,neg
"hotel tua, cukup bersih, cukup nyaman. airy tidak diberikan snack?, harga bagus, remot ac tidak ada,",kebersihan-pos,kebersihan,pos
"hotel tua, cukup bersih, cukup nyaman. airy tidak diberikan snack?, harga bagus, remot ac tidak ada,",linen_P1-neg,linen_P1,neg
"hotel tua, cukup bersih, cukup nyaman. airy tidak diberikan snack?, harga bagus, remot ac tidak ada,",ac_P1-neg,ac_P1,neg
"AC panas, front desk tidak ramah, kasur banyak pasir, bau rokok.",ac_P1-neg,ac_P1,neg
"AC panas, front desk tidak ramah, kasur banyak pasir, bau rokok.",service-neg,service,neg
"AC panas, front desk tidak ramah, kasur banyak pasir, bau rokok.",kebersihan-neg,kebersihan,neg
"AC panas, front desk tidak ramah, kasur banyak pasir, bau rokok.",bau_P1-neg,bau_P1,neg
"Kamar 310 tvnya rusak jadi bikin tidak nyaman, tidak ada perbaikan",tv_P1-neg,tv_P1,neg
Kamarnya bersih dan nyaman. Kamar mandi Oke. air dan perlengkapan mandi Oke. Hanya kurang alas kaki tdk ada ( tapi pas diminta dikasih). Hair dryer juga tdk ada. Wifi tidak sampai kedlm kamar. Colokan di kamar hanya 1. Jauh dari lokasi kota bandung. Namun secara keseluruhan Oke.,kebersihan-pos,kebersihan,pos
Kamarnya bersih dan nyaman. Kamar mandi Oke. air dan perlengkapan mandi Oke. Hanya kurang alas kaki tdk ada ( tapi pas diminta dikasih). Hair dryer juga tdk ada. Wifi tidak sampai kedlm kamar. Colokan di kamar hanya 1. Jauh dari lokasi kota bandung. Namun secara keseluruhan Oke.,linen_P1-neg,linen_P1,neg
Kamarnya bersih dan nyaman. Kamar mandi Oke. air dan perlengkapan mandi Oke. Hanya kurang alas kaki tdk ada ( tapi pas diminta dikasih). Hair dryer juga tdk ada. Wifi tidak sampai kedlm kamar. Colokan di kamar hanya 1. Jauh dari lokasi kota bandung. Namun secara keseluruhan Oke.,wifi_P1-neg,wifi_P1,neg
Kamarnya bersih dan nyaman. Kamar mandi Oke. air dan perlengkapan mandi Oke. Hanya kurang alas kaki tdk ada ( tapi pas diminta dikasih). Hair dryer juga tdk ada. Wifi tidak sampai kedlm kamar. Colokan di kamar hanya 1. Jauh dari lokasi kota bandung. Namun secara keseluruhan Oke.,general-pos,general,pos
"tidak ada fasilitas dari airy, tolong dicroscek lagi. kamar tidak sesuai pesanan. saat datang disuru",linen_P1-neg,linen_P1,neg
"tempatnya bagus, tapi kamarnya jauh dari sinyal wifi ",wifi_P1-neg,wifi_P1,neg
"Kamar kotor seperti tidak pernah dibersihkan, seprei tidak diganti, kamar mandi wastafelnya bocor lampu sangat redup tembok berkarat sampai berearna hitam, air panas tidak nyala, tv gambarnya buram. Hotel seperti tidak terawat padahal di foto terlihat bagus tapi ternyata hanya gambar saja. Mohon segera ditingkatkan kualitasnya",kebersihan-neg,kebersihan,neg
"Kamar kotor seperti tidak pernah dibersihkan, seprei tidak diganti, kamar mandi wastafelnya bocor lampu sangat redup tembok berkarat sampai berearna hitam, air panas tidak nyala, tv gambarnya buram. Hotel seperti tidak terawat padahal di foto terlihat bagus tapi ternyata hanya gambar saja. Mohon segera ditingkatkan kualitasnya",linen_P1-neg,linen_P1,neg
"Kamar kotor seperti tidak pernah dibersihkan, seprei tidak diganti, kamar mandi wastafelnya bocor lampu sangat redup tembok berkarat sampai berearna hitam, air panas tidak nyala, tv gambarnya buram. Hotel seperti tidak terawat padahal di foto terlihat bagus tapi ternyata hanya gambar saja. Mohon segera ditingkatkan kualitasnya",air_panas_P1-neg,air_panas_P1,neg
"Kamar kotor seperti tidak pernah dibersihkan, seprei tidak diganti, kamar mandi wastafelnya bocor lampu sangat redup tembok berkarat sampai berearna hitam, air panas tidak nyala, tv gambarnya buram. Hotel seperti tidak terawat padahal di foto terlihat bagus tapi ternyata hanya gambar saja. Mohon segera ditingkatkan kualitasnya",tv_P1-neg,tv_P1,neg
"sarapan lumayan, AC jadul yg kamar atas, pelayanan baik, sprei agak kotor, shower agak macet setelah di perbaiki lancar, air gak panas ",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"sarapan lumayan, AC jadul yg kamar atas, pelayanan baik, sprei agak kotor, shower agak macet setelah di perbaiki lancar, air gak panas ",ac_P1-neg,ac_P1,neg
"sarapan lumayan, AC jadul yg kamar atas, pelayanan baik, sprei agak kotor, shower agak macet setelah di perbaiki lancar, air gak panas ",service-pos,service,pos
"sarapan lumayan, AC jadul yg kamar atas, pelayanan baik, sprei agak kotor, shower agak macet setelah di perbaiki lancar, air gak panas ",kebersihan-neg,kebersihan,neg
"sarapan lumayan, AC jadul yg kamar atas, pelayanan baik, sprei agak kotor, shower agak macet setelah di perbaiki lancar, air gak panas ",linen_P1-neg,linen_P1,neg
"sarapan lumayan, AC jadul yg kamar atas, pelayanan baik, sprei agak kotor, shower agak macet setelah di perbaiki lancar, air gak panas ",air_panas_P1-neg,air_panas_P1,neg
"DENGAN HARGA DIATAS 200RB SAYA RASA KEBERSIHAN DAN MENU SARAPANNYA MASIH KURANG, PELAYANANNYA BAGUS,",kebersihan-neg,kebersihan,neg
"DENGAN HARGA DIATAS 200RB SAYA RASA KEBERSIHAN DAN MENU SARAPANNYA MASIH KURANG, PELAYANANNYA BAGUS,",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"DENGAN HARGA DIATAS 200RB SAYA RASA KEBERSIHAN DAN MENU SARAPANNYA MASIH KURANG, PELAYANANNYA BAGUS,",service-pos,service,pos
"Kamar baguss, rekomen lah buat nginap. Kamar mandi nya kalo bisa di beri pewangi supaya lebih nyaman",bau_P1-neg,bau_P1,neg
saya kecewa karena tidak bisa cek in pada mlm itu dngan alasan boking lewat dari jam 12. padahal di menu pilihan di awal tertulis menginap mlm ini. ,service-neg,service,neg
"Kamarnya kurang bersih, banyak debu dilantai",kebersihan-neg,kebersihan,neg
bagus: 1. lokasi startegis 2. suasana tenang kurang 1. sprei kotor 2. air kurang deras,linen_P1-neg,linen_P1,neg
bagus: 1. lokasi startegis 2. suasana tenang kurang 1. sprei kotor 2. air kurang deras,kebersihan-neg,kebersihan,neg
"Terlepas dari kulkas yang tidak dingin dan remote ac rusak, hotel ini cukup baik dan memuaskan.",ac_P1-neg,ac_P1,neg
"Terlepas dari kulkas yang tidak dingin dan remote ac rusak, hotel ini cukup baik dan memuaskan.",general-pos,general,pos
"proses checkin lama, pdhal sdh jam15.30. dibanding airy lain yg pernah sy kunjungi, hanya disini yg tdk ada atribut Airy sperti bantal & toilet kit. Disini jg tdk disdiakan snack dlm box sperti kmar airy yg prnah sy psan sbelumnya.. layar tv tidak jernih..",service-neg,service,neg
"proses checkin lama, pdhal sdh jam15.30. dibanding airy lain yg pernah sy kunjungi, hanya disini yg tdk ada atribut Airy sperti bantal & toilet kit. Disini jg tdk disdiakan snack dlm box sperti kmar airy yg prnah sy psan sbelumnya.. layar tv tidak jernih..",linen_P1-neg,linen_P1,neg
"proses checkin lama, pdhal sdh jam15.30. dibanding airy lain yg pernah sy kunjungi, hanya disini yg tdk ada atribut Airy sperti bantal & toilet kit. Disini jg tdk disdiakan snack dlm box sperti kmar airy yg prnah sy psan sbelumnya.. layar tv tidak jernih..",tv_P1-neg,tv_P1,neg
"Pelayanan kurang baik, linen agak kotor",service-neg,service,neg
"Pelayanan kurang baik, linen agak kotor",linen_P1-neg,linen_P1,neg
"Pelayanan kurang baik, linen agak kotor",kebersihan-neg,kebersihan,neg
"Toiletnya kotor, banjir, dan tidak bisa di flush sangat mengecewakan. AC kurang dingin. pelayanan lu",kebersihan-neg,kebersihan,neg
"Toiletnya kotor, banjir, dan tidak bisa di flush sangat mengecewakan. AC kurang dingin. pelayanan lu",ac_P1-neg,ac_P1,neg
"Lokasi strategis mudah ditemukan, kamar nyaman, tapi fasilitas wifi sangat kurang. Jenis makanannya ",wifi_P1-neg,wifi_P1,neg
"semuanya bagus sesuai profile,dan harga promo untuk suite nya jg sangat murah..komplain cuma water heater yg kamar saya tidak keluar dan air keluar kecil",general-pos,general,pos
"semuanya bagus sesuai profile,dan harga promo untuk suite nya jg sangat murah..komplain cuma water heater yg kamar saya tidak keluar dan air keluar kecil",air_panas_P1-neg,air_panas_P1,neg
"spooky anak saya 1 tahun nangis histeris,kotor, shower air panas mati walau akhirnya dimasakin air panas.. ",kebersihan-neg,kebersihan,neg
"spooky anak saya 1 tahun nangis histeris,kotor, shower air panas mati walau akhirnya dimasakin air panas.. ",air_panas_P1-neg,air_panas_P1,neg
kamarnya gak sesuai ac nya ada tp gak berasa dingin smpe kepanasan,ac_P1-neg,ac_P1,neg
kamar lumaya. tapi acc sangat mengecewakan. tidak ada dingin nya sama sekali,ac_P1-neg,ac_P1,neg
"check in jam 7.30 malem, dikasih kamar 221 paling ujung jauh banget dari lift jd bumil tua yg lagi capek harus jalan lumayan jauh ke kamar. pas masuk kamar, kloset ga ada tutup dan ga ada lapisannya, jd kalo BAB/BAK pantat sakit. TV channel biasa dan wifi bad, air panas super lama panasnya, ac ga terlalu berasa. Nginep 2mlm, kapok.",tv_P1-neg,tv_P1,neg
"check in jam 7.30 malem, dikasih kamar 221 paling ujung jauh banget dari lift jd bumil tua yg lagi capek harus jalan lumayan jauh ke kamar. pas masuk kamar, kloset ga ada tutup dan ga ada lapisannya, jd kalo BAB/BAK pantat sakit. TV channel biasa dan wifi bad, air panas super lama panasnya, ac ga terlalu berasa. Nginep 2mlm, kapok.",wifi_P1-neg,wifi_P1,neg
"check in jam 7.30 malem, dikasih kamar 221 paling ujung jauh banget dari lift jd bumil tua yg lagi capek harus jalan lumayan jauh ke kamar. pas masuk kamar, kloset ga ada tutup dan ga ada lapisannya, jd kalo BAB/BAK pantat sakit. TV channel biasa dan wifi bad, air panas super lama panasnya, ac ga terlalu berasa. Nginep 2mlm, kapok.",air_panas_P1-neg,air_panas_P1,neg
"check in jam 7.30 malem, dikasih kamar 221 paling ujung jauh banget dari lift jd bumil tua yg lagi capek harus jalan lumayan jauh ke kamar. pas masuk kamar, kloset ga ada tutup dan ga ada lapisannya, jd kalo BAB/BAK pantat sakit. TV channel biasa dan wifi bad, air panas super lama panasnya, ac ga terlalu berasa. Nginep 2mlm, kapok.",ac_P1-neg,ac_P1,neg
wifi mati...air panas ga jalan ... ac ga dingin,wifi_P1-neg,wifi_P1,neg
wifi mati...air panas ga jalan ... ac ga dingin,air_panas_P1-neg,air_panas_P1,neg
wifi mati...air panas ga jalan ... ac ga dingin,ac_P1-neg,ac_P1,neg
"air panasnya mati,makan paginya terlalu sedikit",air_panas_P1-neg,air_panas_P1,neg
